city,state,country,population,Lat,Lon,hoods_city_id,hoods_city_name
Clovis,CA,,95631,36.82487673,-119.7022609,309,Clovis
Rocklin,CA,,56974,38.78998868,-121.2355184,651,Rocklin
DeKalb,IL,,43862,41.92836779,-88.75117838,897,DeKalb
Avalon,CA,,3728,33.34272933,-118.3245595,,
Nevada City,CA,,3068,39.26154762,-121.0160641,,
Rimouski,,CA,46860,48.44236677,-68.5272664,2704,Rimouski
Tracy,CA,,82922,37.73956556,-121.4261093,385,Tracy
Williamsburg,VA,,14444,37.27068939,-76.70747319,,
Middlebury,VT,,8496,44.01607089,-73.16677274,,
Prince Frederick,MD,,2538,38.54015624,-76.5844768,,
Cambridge,MD,,12326,38.56316391,-76.07881042,,
Frederick,MD,,65239,39.41452544,-77.41220777,539,Frederick
Texas City,TX,,45099,29.3934344,-94.92931179,874,Texas City
Pendleton,OR,,16612,45.67183386,-118.7887832,2493,Pendleton
Leonardtown,MD,,2930,38.29122853,-76.63579018,,
Columbia,SC,,129272,33.99933082,-81.02235756,196,Columbia
Forest Acres,SC,,10361,34.01874568,-80.98820767,,
West Columbia,SC,,14988,33.99113843,-81.07369504,,
Hagerstown,MD,,39662,39.64084503,-77.71708274,995,Hagerstown
Salisbury,MD,,30343,38.35730672,-75.60101478,1344,Salisbury
Escalon,CA,,7132,37.79698211,-120.9959818,,
Norwich,CT,,40493,41.52376101,-72.07431626,981,Norwich
New London,CT,,27620,41.35385049,-72.10359035,1492,New London
Panama City,FL,,36484,30.15855529,-85.66178547,1090,Panama City
Pensacola,FL,,51923,30.41992556,-87.20842003,733,Pensacola
Peoria,IL,,115007,40.69365897,-89.59099389,231,Peoria
Springfield,IL,,116250,39.80307094,-89.65235531,227,Springfield
Portland,ME,,66194,43.65844745,-70.25407364,523,Portland
South Portland,ME,,25002,43.63581298,-70.24894904,1666,South Portland
Westbrook,ME,,17494,43.67616927,-70.36636542,2390,Westbrook
Santa Barbara,CA,,88410,34.41962876,-119.6982469,348,Santa Barbara
Athens,OH,,23832,39.32927536,-82.10336356,1755,Athens
North Charleston,SC,,97471,32.87526726,-80.01397581,299,North Charleston
Clemson,SC,,13905,34.68352344,-82.8375076,,
South Burlington ,VT,,17904,44.46561931,-73.1713306,2344,South Burlington
Amarillo,TX,,190695,35.19048196,-101.8656431,122,Amarillo
Los Alamos,NM,,12019,35.88146204,-106.3021428,,
Beaver,PA,,4346,40.69536404,-80.3047162,,
Denton,TX,,113383,33.21399725,-97.13412536,235,Denton
Grande Prairie,,CA,55032,55.16980926,-118.7954774,2585,Grande Prairie
Saint John,,CA,70063,45.27169651,-66.05690322,2729,Saint John
Huntington,NY,,18046,40.87107396,-73.42671375,2328,Huntington
Dayton,OH,,141527,39.7549954,-84.19449898,177,Dayton
Laguna Niguel,CA,,62979,33.52232659,-117.7156548,564,Laguna Niguel
